corpus_id,candidate_id,acn,query_id,silver_screening_status,silver_primary_event_type,silver_secondary_event_types,silver_multi_event_flag,reason_for_exclusion,labeler,label_date,verification_status,author_verification_status,author_verification_date,expanded_corpus_role,expanded_label_provenance,expanded_selection_note
ASRS_GOPS_00013,CAND_008614,952472,Q02;Q10,include_ground_cabin_event,maintenance_readiness,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_00014,CAND_002263,1920858,Q02;Q09;Q10,exclude_not_ground_or_cabin,not_relevant,,false,airborne_or_non_ground_context_only,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_00015,CAND_002921,1821087,Q02,exclude_not_ground_or_cabin,not_relevant,,false,airborne_or_non_ground_context_only,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_00016,CAND_005568,1458121,Q02;Q10,include_ground_cabin_event,hazmat_mobility_device,pushback_towing_chocks;maintenance_readiness;dispatch_or_coordination,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_00017,CAND_008662,946515,Q02;Q10,include_ground_cabin_event,hazmat_mobility_device,maintenance_readiness,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_00018,CAND_006229,1349414,Q02;Q10,include_ground_cabin_event,gate_or_boarding,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_00019,CAND_001268,2102794,Q02,include_ground_cabin_event,ramp_ground_handling,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_00020,CAND_001856,1985056,Q02;Q11,include_ground_cabin_event,hazmat_mobility_device,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_00021,CAND_001605,2031952,Q02,include_ground_cabin_event,gate_or_boarding,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_00022,CAND_001162,2120357,Q02;Q10,include_ground_cabin_event,hazmat_mobility_device,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_00023,CAND_005940,1404503,Q02;Q10,include_ground_cabin_event,baggage_cargo_weight_balance,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_00024,CAND_008020,1042429,Q02,include_ground_cabin_event,maintenance_readiness,dispatch_or_coordination,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_00025,CAND_001020,2148648,Q02;Q10;Q11,include_ground_cabin_event,hazmat_mobility_device,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_00026,CAND_006262,1345874,Q02;Q10;Q11;Q12,include_ground_cabin_event,hazmat_mobility_device,dispatch_or_coordination,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_00027,CAND_002473,1893956,Q02,include_ground_cabin_event,dispatch_or_coordination,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_00028,CAND_004852,1579971,Q02,include_ground_cabin_event,hazmat_mobility_device,pushback_towing_chocks;dispatch_or_coordination,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_00029,CAND_001990,1961497,Q02,include_ground_cabin_event,hazmat_mobility_device,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_00030,CAND_007326,1184636,Q02,exclude_not_ground_or_cabin,not_relevant,,false,airborne_or_non_ground_context_only,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_00031,CAND_000314,2270487,Q02;Q10,include_ground_cabin_event,gate_or_boarding,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_00032,CAND_005062,1542019,Q02;Q10;Q11,include_ground_cabin_event,hazmat_mobility_device,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_00033,CAND_007768,1093238,Q02;Q10,include_ground_cabin_event,other_ground_operation,dispatch_or_coordination,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_00034,CAND_001705,2014543,Q02;Q10;Q11,include_ground_cabin_event,hazmat_mobility_device,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_00035,CAND_003202,1780356,Q02;Q11,include_ground_cabin_event,hazmat_mobility_device,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_00036,CAND_002718,1858921,Q02,include_ground_cabin_event,hazmat_mobility_device,dispatch_or_coordination,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_00037,CAND_004343,1652883,Q02,include_ground_cabin_event,hazmat_mobility_device,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_00038,CAND_004949,1566857,Q02;Q04;Q10,include_ground_cabin_event,ramp_ground_handling,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_00039,CAND_008635,950549,Q02,include_ground_cabin_event,other_ground_operation,baggage_cargo_weight_balance;maintenance_readiness;dispatch_or_coordination,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_00040,CAND_000631,2218880,Q02,include_ground_cabin_event,hazmat_mobility_device,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_00041,CAND_003008,1808092,Q02,include_ground_cabin_event,hazmat_mobility_device,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_00042,CAND_001227,2109827,Q02;Q10;Q11,include_ground_cabin_event,hazmat_mobility_device,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_00043,CAND_003133,1787499,Q02;Q11,include_ground_cabin_event,hazmat_mobility_device,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_00044,CAND_001885,1980848,Q02,exclude_not_ground_or_cabin,not_relevant,,false,airborne_or_non_ground_context_only,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_00045,CAND_000763,2198680,Q02;Q11,include_ground_cabin_event,hazmat_mobility_device,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_00046,CAND_004323,1655716,Q02;Q11,include_ground_cabin_event,hazmat_mobility_device,dispatch_or_coordination,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_00047,CAND_003743,1716730,Q02;Q11,include_ground_cabin_event,hazmat_mobility_device,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_00048,CAND_001383,2078869,Q02;Q11,include_ground_cabin_event,hazmat_mobility_device,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_00049,CAND_001039,2145192,Q02;Q11,include_ground_cabin_event,hazmat_mobility_device,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_00050,CAND_005593,1454261,Q02;Q10,exclude_not_ground_or_cabin,not_relevant,,false,airborne_or_non_ground_context_only,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_00051,CAND_003336,1768194,Q02,include_ground_cabin_event,maintenance_readiness,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_00052,CAND_001908,1977662,Q02;Q11,include_ground_cabin_event,hazmat_mobility_device,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_00053,CAND_002677,1865374,Q02,include_ground_cabin_event,hazmat_mobility_device,dispatch_or_coordination,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_00054,CAND_003190,1781086,Q02,include_ground_cabin_event,hazmat_mobility_device,pushback_towing_chocks,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_00055,CAND_005463,1473948,Q02,include_ground_cabin_event,hazmat_mobility_device,maintenance_readiness,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_00056,CAND_000267,2277779,Q02;Q10;Q11,include_ground_cabin_event,gate_or_boarding,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_00057,CAND_008399,978450,Q02,include_ground_cabin_event,other_ground_operation,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_00058,CAND_001098,2133215,Q02;Q10,include_ground_cabin_event,gate_or_boarding,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_00059,CAND_003385,1761688,Q02;Q09,include_ground_cabin_event,cabin_service,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_00060,CAND_000892,2171453,Q02;Q10;Q11,include_ground_cabin_event,hazmat_mobility_device,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_00061,CAND_001543,2045479,Q02,include_ground_cabin_event,hazmat_mobility_device,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_00062,CAND_000750,2201311,Q02;Q11,include_ground_cabin_event,hazmat_mobility_device,dispatch_or_coordination,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_00063,CAND_002494,1891864,Q02;Q09,exclude_not_ground_or_cabin,not_relevant,,false,airborne_or_non_ground_context_only,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_00064,CAND_003730,1718460,Q02;Q11,include_ground_cabin_event,hazmat_mobility_device,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_00065,CAND_001868,1983102,Q02;Q10;Q11,include_ground_cabin_event,hazmat_mobility_device,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_00066,CAND_001352,2086923,Q02;Q10;Q11,include_ground_cabin_event,hazmat_mobility_device,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_00067,CAND_000915,2168560,Q02;Q10;Q11,include_ground_cabin_event,hazmat_mobility_device,dispatch_or_coordination,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_00068,CAND_007614,1122758,Q02,include_ground_cabin_event,jetway_or_gate_infrastructure,pushback_towing_chocks;maintenance_readiness;dispatch_or_coordination,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_00069,CAND_006505,1314629,Q02;Q11,include_ground_cabin_event,hazmat_mobility_device,maintenance_readiness,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_00070,CAND_008604,953859,Q02,include_ground_cabin_event,gate_or_boarding,maintenance_readiness;dispatch_or_coordination,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_00071,CAND_005918,1407202,Q02,include_ground_cabin_event,other_ground_operation,baggage_cargo_weight_balance;dispatch_or_coordination,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_00072,CAND_005802,1419222,Q02;Q09;Q11,include_ground_cabin_event,hazmat_mobility_device,cabin_service;maintenance_readiness,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_00073,CAND_007683,1110455,Q02;Q10,include_ground_cabin_event,gate_or_boarding,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_00074,CAND_000784,2195332,Q02;Q11,include_ground_cabin_event,hazmat_mobility_device,dispatch_or_coordination,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_00075,CAND_007045,1238161,Q02;Q11,include_ground_cabin_event,hazmat_mobility_device,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_00076,CAND_002397,1904724,Q02;Q11,include_ground_cabin_event,hazmat_mobility_device,pushback_towing_chocks,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_00077,CAND_007440,1159810,Q02;Q10,include_ground_cabin_event,hazmat_mobility_device,cabin_service;dispatch_or_coordination,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_00078,CAND_002326,1912098,Q02;Q10;Q11,include_ground_cabin_event,hazmat_mobility_device,pushback_towing_chocks;dispatch_or_coordination,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_00079,CAND_005054,1543228,Q02;Q10;Q11,include_ground_cabin_event,hazmat_mobility_device,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_00080,CAND_004920,1570926,Q02,exclude_not_ground_or_cabin,not_relevant,,false,airborne_or_non_ground_context_only,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_00081,CAND_007171,1215829,Q02,include_ground_cabin_event,hazmat_mobility_device,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_00082,CAND_003315,1770089,Q02;Q11,include_ground_cabin_event,baggage_cargo_weight_balance,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_00083,CAND_007622,1121827,Q02,include_ground_cabin_event,hazmat_mobility_device,pushback_towing_chocks,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_00084,CAND_001002,2152381,Q02,exclude_not_ground_or_cabin,not_relevant,,false,airborne_or_non_ground_context_only,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_00085,CAND_000955,2161160,Q02,include_ground_cabin_event,hazmat_mobility_device,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_00086,CAND_006030,1388543,Q02;Q10,include_ground_cabin_event,hazmat_mobility_device,dispatch_or_coordination,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_00087,CAND_001294,2098732,Q02;Q10,include_ground_cabin_event,hazmat_mobility_device,dispatch_or_coordination,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
